BetterThanMed,WorseThanMed,Percentage,ProbOfMiss
8661,2014,81.13% - 18.87%,4.42
8662,2013,81.14% - 18.86%,4.41
8663,2012,81.15% - 18.85%,4.41
8664,2011,81.16% - 18.84%,4.4
8665,2010,81.17% - 18.83%,4.4
8666,2009,81.18% - 18.82%,4.39
8667,2008,81.19% - 18.81%,4.38
8668,2007,81.2% - 18.8%,4.38
8669,2006,81.21% - 18.79%,4.37
8670,2005,81.22% - 18.78%,4.37
8671,2004,81.23% - 18.77%,4.36
8672,2003,81.24% - 18.76%,4.36
8673,2002,81.25% - 18.75%,4.35
8674,2001,81.26% - 18.74%,4.35
8675,2000,81.26% - 18.74%,4.34
8676,1999,81.27% - 18.73%,4.33
8677,1998,81.28% - 18.72%,4.33
8678,1997,81.29% - 18.71%,4.32
8679,1996,81.3% - 18.7%,4.32
8680,1995,81.31% - 18.69%,4.31
8681,1994,81.32% - 18.68%,4.31
8682,1993,81.33% - 18.67%,4.3
8683,1992,81.34% - 18.66%,4.3
8684,1991,81.35% - 18.65%,4.29
8685,1990,81.36% - 18.64%,4.29
8686,1989,81.37% - 18.63%,4.28
8687,1988,81.38% - 18.62%,4.27
8688,1987,81.39% - 18.61%,4.27
8689,1986,81.4% - 18.6%,4.26
8690,1985,81.41% - 18.59%,4.26
8691,1984,81.41% - 18.59%,4.25
8692,1983,81.42% - 18.58%,4.25
8693,1982,81.43% - 18.57%,4.24
8694,1981,81.44% - 18.56%,4.24
8695,1980,81.45% - 18.55%,4.23
8696,1979,81.46% - 18.54%,4.23
8697,1978,81.47% - 18.53%,4.22
8698,1977,81.48% - 18.52%,4.21
8699,1976,81.49% - 18.51%,4.21
8700,1975,81.5% - 18.5%,4.2
8701,1974,81.51% - 18.49%,4.2
8702,1973,81.52% - 18.48%,4.19
8703,1972,81.53% - 18.47%,4.19
8704,1971,81.54% - 18.46%,4.18
8705,1970,81.55% - 18.45%,4.18
8706,1969,81.56% - 18.44%,4.17
8707,1968,81.56% - 18.44%,4.17
8708,1967,81.57% - 18.43%,4.16
8709,1966,81.58% - 18.42%,4.15
8710,1965,81.59% - 18.41%,4.15
8711,1964,81.6% - 18.4%,4.14
8712,1963,81.61% - 18.39%,4.14
8713,1962,81.62% - 18.38%,4.13
8714,1961,81.63% - 18.37%,4.13
8715,1960,81.64% - 18.36%,4.12
8716,1959,81.65% - 18.35%,4.12
8717,1958,81.66% - 18.34%,4.11
8718,1957,81.67% - 18.33%,4.11
8719,1956,81.68% - 18.32%,4.1
8720,1955,81.69% - 18.31%,4.1
8721,1954,81.7% - 18.3%,4.09
8722,1953,81.7% - 18.3%,4.08
8723,1952,81.71% - 18.29%,4.08
8724,1951,81.72% - 18.28%,4.07
8725,1950,81.73% - 18.27%,4.07
8726,1949,81.74% - 18.26%,4.06
8727,1948,81.75% - 18.25%,4.06
8728,1947,81.76% - 18.24%,4.05
8729,1946,81.77% - 18.23%,4.05
8730,1945,81.78% - 18.22%,4.04
8731,1944,81.79% - 18.21%,4.04
8732,1943,81.8% - 18.2%,4.03
8733,1942,81.81% - 18.19%,4.03
8734,1941,81.82% - 18.18%,4.02
8735,1940,81.83% - 18.17%,4.02
8736,1939,81.84% - 18.16%,4.01
8737,1938,81.85% - 18.15%,4.01
8738,1937,81.85% - 18.15%,4.0
8739,1936,81.86% - 18.14%,3.99
8740,1935,81.87% - 18.13%,3.99
8741,1934,81.88% - 18.12%,3.98
8742,1933,81.89% - 18.11%,3.98
8743,1932,81.9% - 18.1%,3.97
8744,1931,81.91% - 18.09%,3.97
8745,1930,81.92% - 18.08%,3.96
8746,1929,81.93% - 18.07%,3.96
8747,1928,81.94% - 18.06%,3.95
8748,1927,81.95% - 18.05%,3.95
8749,1926,81.96% - 18.04%,3.94
8750,1925,81.97% - 18.03%,3.94
8751,1924,81.98% - 18.02%,3.93
8752,1923,81.99% - 18.01%,3.93
8753,1922,82.0% - 18.0%,3.92
8754,1921,82.0% - 18.0%,3.92
8755,1920,82.01% - 17.99%,3.91
8756,1919,82.02% - 17.98%,3.91
8757,1918,82.03% - 17.97%,3.9
8758,1917,82.04% - 17.96%,3.9
8759,1916,82.05% - 17.95%,3.89
8760,1915,82.06% - 17.94%,3.88
8761,1914,82.07% - 17.93%,3.88
8762,1913,82.08% - 17.92%,3.87
8763,1912,82.09% - 17.91%,3.87
8764,1911,82.1% - 17.9%,3.86
8765,1910,82.11% - 17.89%,3.86
8766,1909,82.12% - 17.88%,3.85
8767,1908,82.13% - 17.87%,3.85
8768,1907,82.14% - 17.86%,3.84
8769,1906,82.15% - 17.85%,3.84
8770,1905,82.15% - 17.85%,3.83
8771,1904,82.16% - 17.84%,3.83
8772,1903,82.17% - 17.83%,3.82
8773,1902,82.18% - 17.82%,3.82
8774,1901,82.19% - 17.81%,3.81
8775,1900,82.2% - 17.8%,3.81
8776,1899,82.21% - 17.79%,3.8
8777,1898,82.22% - 17.78%,3.8
8778,1897,82.23% - 17.77%,3.79
8779,1896,82.24% - 17.76%,3.79
8780,1895,82.25% - 17.75%,3.78
8781,1894,82.26% - 17.74%,3.78
8782,1893,82.27% - 17.73%,3.77
8783,1892,82.28% - 17.72%,3.77
8784,1891,82.29% - 17.71%,3.76
8785,1890,82.3% - 17.7%,3.76
8786,1889,82.3% - 17.7%,3.75
8787,1888,82.31% - 17.69%,3.75
8788,1887,82.32% - 17.68%,3.74
8789,1886,82.33% - 17.67%,3.74
8790,1885,82.34% - 17.66%,3.73
8791,1884,82.35% - 17.65%,3.73
8792,1883,82.36% - 17.64%,3.72
8793,1882,82.37% - 17.63%,3.71
8794,1881,82.38% - 17.62%,3.71
8795,1880,82.39% - 17.61%,3.7
8796,1879,82.4% - 17.6%,3.7
8797,1878,82.41% - 17.59%,3.69
8798,1877,82.42% - 17.58%,3.69
8799,1876,82.43% - 17.57%,3.68
8800,1875,82.44% - 17.56%,3.68
8801,1874,82.44% - 17.56%,3.67
8802,1873,82.45% - 17.55%,3.67
8803,1872,82.46% - 17.54%,3.66
8804,1871,82.47% - 17.53%,3.66
8805,1870,82.48% - 17.52%,3.65
8806,1869,82.49% - 17.51%,3.65
8807,1868,82.5% - 17.5%,3.64
8808,1867,82.51% - 17.49%,3.64
8809,1866,82.52% - 17.48%,3.63
8810,1865,82.53% - 17.47%,3.63
8811,1864,82.54% - 17.46%,3.62
8812,1863,82.55% - 17.45%,3.62
8813,1862,82.56% - 17.44%,3.61
8814,1861,82.57% - 17.43%,3.61
8815,1860,82.58% - 17.42%,3.6
8816,1859,82.59% - 17.41%,3.6
8817,1858,82.59% - 17.41%,3.59
8818,1857,82.6% - 17.4%,3.59
8819,1856,82.61% - 17.39%,3.58
8820,1855,82.62% - 17.38%,3.58
8821,1854,82.63% - 17.37%,3.57
8822,1853,82.64% - 17.36%,3.57
8823,1852,82.65% - 17.35%,3.56
8824,1851,82.66% - 17.34%,3.56
8825,1850,82.67% - 17.33%,3.55
8826,1849,82.68% - 17.32%,3.55
8827,1848,82.69% - 17.31%,3.54
8828,1847,82.7% - 17.3%,3.54
8829,1846,82.71% - 17.29%,3.53
8830,1845,82.72% - 17.28%,3.53
8831,1844,82.73% - 17.27%,3.52
8832,1843,82.74% - 17.26%,3.52
8833,1842,82.74% - 17.26%,3.51
8834,1841,82.75% - 17.25%,3.51
8835,1840,82.76% - 17.24%,3.5
8836,1839,82.77% - 17.23%,3.5
8837,1838,82.78% - 17.22%,3.5
8838,1837,82.79% - 17.21%,3.49
8839,1836,82.8% - 17.2%,3.49
8840,1835,82.81% - 17.19%,3.48
8841,1834,82.82% - 17.18%,3.48
8842,1833,82.83% - 17.17%,3.47
8843,1832,82.84% - 17.16%,3.47
8844,1831,82.85% - 17.15%,3.46
8845,1830,82.86% - 17.14%,3.46
8846,1829,82.87% - 17.13%,3.45
8847,1828,82.88% - 17.12%,3.45
8848,1827,82.89% - 17.11%,3.44
8849,1826,82.89% - 17.11%,3.44
8850,1825,82.9% - 17.1%,3.43
8851,1824,82.91% - 17.09%,3.43
8852,1823,82.92% - 17.08%,3.42
8853,1822,82.93% - 17.07%,3.42
8854,1821,82.94% - 17.06%,3.41
8855,1820,82.95% - 17.05%,3.41
8856,1819,82.96% - 17.04%,3.4
8857,1818,82.97% - 17.03%,3.4
8858,1817,82.98% - 17.02%,3.39
8859,1816,82.99% - 17.01%,3.39
8860,1815,83.0% - 17.0%,3.38
8861,1814,83.01% - 16.99%,3.38
8862,1813,83.02% - 16.98%,3.37
8863,1812,83.03% - 16.97%,3.37
8864,1811,83.04% - 16.96%,3.36
8865,1810,83.04% - 16.96%,3.36
8866,1809,83.05% - 16.95%,3.35
8867,1808,83.06% - 16.94%,3.35
8868,1807,83.07% - 16.93%,3.34
8869,1806,83.08% - 16.92%,3.34
8870,1805,83.09% - 16.91%,3.33
8871,1804,83.1% - 16.9%,3.33
8872,1803,83.11% - 16.89%,3.33
8873,1802,83.12% - 16.88%,3.32
8874,1801,83.13% - 16.87%,3.32
8875,1800,83.14% - 16.86%,3.31
8876,1799,83.15% - 16.85%,3.31
8877,1798,83.16% - 16.84%,3.3
8878,1797,83.17% - 16.83%,3.3
8879,1796,83.18% - 16.82%,3.29
8880,1795,83.19% - 16.81%,3.29
8881,1794,83.19% - 16.81%,3.28
8882,1793,83.2% - 16.8%,3.28
8883,1792,83.21% - 16.79%,3.27
8884,1791,83.22% - 16.78%,3.27
8885,1790,83.23% - 16.77%,3.26
8886,1789,83.24% - 16.76%,3.26
8887,1788,83.25% - 16.75%,3.25
8888,1787,83.26% - 16.74%,3.25
8889,1786,83.27% - 16.73%,3.24
8890,1785,83.28% - 16.72%,3.24
8891,1784,83.29% - 16.71%,3.23
8892,1783,83.3% - 16.7%,3.23
8893,1782,83.31% - 16.69%,3.23
8894,1781,83.32% - 16.68%,3.22
8895,1780,83.33% - 16.67%,3.22
8896,1779,83.33% - 16.67%,3.21
8897,1778,83.34% - 16.66%,3.21
8898,1777,83.35% - 16.65%,3.2
8899,1776,83.36% - 16.64%,3.2
8900,1775,83.37% - 16.63%,3.19
8901,1774,83.38% - 16.62%,3.19
8902,1773,83.39% - 16.61%,3.18
8903,1772,83.4% - 16.6%,3.18
8904,1771,83.41% - 16.59%,3.17
8905,1770,83.42% - 16.58%,3.17
8906,1769,83.43% - 16.57%,3.16
8907,1768,83.44% - 16.56%,3.16
8908,1767,83.45% - 16.55%,3.16
8909,1766,83.46% - 16.54%,3.15
8910,1765,83.47% - 16.53%,3.15
8911,1764,83.48% - 16.52%,3.14
8912,1763,83.48% - 16.52%,3.14
8913,1762,83.49% - 16.51%,3.13
8914,1761,83.5% - 16.5%,3.13
8915,1760,83.51% - 16.49%,3.12
8916,1759,83.52% - 16.48%,3.12
8917,1758,83.53% - 16.47%,3.11
8918,1757,83.54% - 16.46%,3.11
8919,1756,83.55% - 16.45%,3.1
8920,1755,83.56% - 16.44%,3.1
8921,1754,83.57% - 16.43%,3.1
8922,1753,83.58% - 16.42%,3.09
8923,1752,83.59% - 16.41%,3.09
8924,1751,83.6% - 16.4%,3.08
8925,1750,83.61% - 16.39%,3.08
8926,1749,83.62% - 16.38%,3.07
8927,1748,83.63% - 16.37%,3.07
8928,1747,83.63% - 16.37%,3.06
8929,1746,83.64% - 16.36%,3.06
8930,1745,83.65% - 16.35%,3.05
8931,1744,83.66% - 16.34%,3.05
8932,1743,83.67% - 16.33%,3.04
8933,1742,83.68% - 16.32%,3.04
8934,1741,83.69% - 16.31%,3.04
8935,1740,83.7% - 16.3%,3.03
8936,1739,83.71% - 16.29%,3.03
8937,1738,83.72% - 16.28%,3.02
8938,1737,83.73% - 16.27%,3.02
8939,1736,83.74% - 16.26%,3.01
8940,1735,83.75% - 16.25%,3.01
8941,1734,83.76% - 16.24%,3.0
8942,1733,83.77% - 16.23%,3.0
8943,1732,83.78% - 16.22%,2.99
8944,1731,83.78% - 16.22%,2.99
8945,1730,83.79% - 16.21%,2.99
8946,1729,83.8% - 16.2%,2.98
8947,1728,83.81% - 16.19%,2.98
8948,1727,83.82% - 16.18%,2.97
8949,1726,83.83% - 16.17%,2.97
8950,1725,83.84% - 16.16%,2.96
8951,1724,83.85% - 16.15%,2.96
8952,1723,83.86% - 16.14%,2.95
8953,1722,83.87% - 16.13%,2.95
8954,1721,83.88% - 16.12%,2.95
8955,1720,83.89% - 16.11%,2.94
8956,1719,83.9% - 16.1%,2.94
8957,1718,83.91% - 16.09%,2.93
8958,1717,83.92% - 16.08%,2.93
8959,1716,83.93% - 16.07%,2.92
8960,1715,83.93% - 16.07%,2.92
8961,1714,83.94% - 16.06%,2.91
8962,1713,83.95% - 16.05%,2.91
8963,1712,83.96% - 16.04%,2.91
8964,1711,83.97% - 16.03%,2.9
8965,1710,83.98% - 16.02%,2.9
8966,1709,83.99% - 16.01%,2.89
8967,1708,84.0% - 16.0%,2.89
8968,1707,84.01% - 15.99%,2.88
8969,1706,84.02% - 15.98%,2.88
8970,1705,84.03% - 15.97%,2.87
8971,1704,84.04% - 15.96%,2.87
8972,1703,84.05% - 15.95%,2.87
8973,1702,84.06% - 15.94%,2.86
8974,1701,84.07% - 15.93%,2.86
8975,1700,84.07% - 15.93%,2.85
8976,1699,84.08% - 15.92%,2.85
8977,1698,84.09% - 15.91%,2.84
8978,1697,84.1% - 15.9%,2.84
8979,1696,84.11% - 15.89%,2.83
8980,1695,84.12% - 15.88%,2.83
8981,1694,84.13% - 15.87%,2.83
8982,1693,84.14% - 15.86%,2.82
8983,1692,84.15% - 15.85%,2.82
8984,1691,84.16% - 15.84%,2.81
8985,1690,84.17% - 15.83%,2.81
8986,1689,84.18% - 15.82%,2.8
8987,1688,84.19% - 15.81%,2.8
8988,1687,84.2% - 15.8%,2.8
8989,1686,84.21% - 15.79%,2.79
8990,1685,84.22% - 15.78%,2.79
8991,1684,84.22% - 15.78%,2.78
8992,1683,84.23% - 15.77%,2.78
8993,1682,84.24% - 15.76%,2.77
8994,1681,84.25% - 15.75%,2.77
8995,1680,84.26% - 15.74%,2.76
8996,1679,84.27% - 15.73%,2.76
8997,1678,84.28% - 15.72%,2.76
8998,1677,84.29% - 15.71%,2.75
8999,1676,84.3% - 15.7%,2.75
9000,1675,84.31% - 15.69%,2.74
9001,1674,84.32% - 15.68%,2.74
9002,1673,84.33% - 15.67%,2.73
9003,1672,84.34% - 15.66%,2.73
9004,1671,84.35% - 15.65%,2.73
9005,1670,84.36% - 15.64%,2.72
9006,1669,84.37% - 15.63%,2.72
9007,1668,84.37% - 15.63%,2.71
9008,1667,84.38% - 15.62%,2.71
9009,1666,84.39% - 15.61%,2.7
9010,1665,84.4% - 15.6%,2.7
9011,1664,84.41% - 15.59%,2.7
9012,1663,84.42% - 15.58%,2.69
9013,1662,84.43% - 15.57%,2.69
9014,1661,84.44% - 15.56%,2.68
9015,1660,84.45% - 15.55%,2.68
9016,1659,84.46% - 15.54%,2.67
9017,1658,84.47% - 15.53%,2.67
9018,1657,84.48% - 15.52%,2.67
9019,1656,84.49% - 15.51%,2.66
9020,1655,84.5% - 15.5%,2.66
9021,1654,84.51% - 15.49%,2.65
9022,1653,84.52% - 15.48%,2.65
9023,1652,84.52% - 15.48%,2.65
9024,1651,84.53% - 15.47%,2.64
9025,1650,84.54% - 15.46%,2.64
9026,1649,84.55% - 15.45%,2.63
9027,1648,84.56% - 15.44%,2.63
9028,1647,84.57% - 15.43%,2.62
9029,1646,84.58% - 15.42%,2.62
9030,1645,84.59% - 15.41%,2.62
9031,1644,84.6% - 15.4%,2.61
9032,1643,84.61% - 15.39%,2.61
9033,1642,84.62% - 15.38%,2.6
9034,1641,84.63% - 15.37%,2.6
9035,1640,84.64% - 15.36%,2.59
9036,1639,84.65% - 15.35%,2.59
9037,1638,84.66% - 15.34%,2.59
9038,1637,84.67% - 15.33%,2.58
9039,1636,84.67% - 15.33%,2.58
9040,1635,84.68% - 15.32%,2.57
9041,1634,84.69% - 15.31%,2.57
9042,1633,84.7% - 15.3%,2.57
9043,1632,84.71% - 15.29%,2.56
9044,1631,84.72% - 15.28%,2.56
9045,1630,84.73% - 15.27%,2.55
9046,1629,84.74% - 15.26%,2.55
9047,1628,84.75% - 15.25%,2.55
9048,1627,84.76% - 15.24%,2.54
9049,1626,84.77% - 15.23%,2.54
9050,1625,84.78% - 15.22%,2.53
9051,1624,84.79% - 15.21%,2.53
9052,1623,84.8% - 15.2%,2.52
9053,1622,84.81% - 15.19%,2.52
9054,1621,84.81% - 15.19%,2.52
9055,1620,84.82% - 15.18%,2.51
9056,1619,84.83% - 15.17%,2.51
9057,1618,84.84% - 15.16%,2.5
9058,1617,84.85% - 15.15%,2.5
9059,1616,84.86% - 15.14%,2.5
9060,1615,84.87% - 15.13%,2.49
9061,1614,84.88% - 15.12%,2.49
9062,1613,84.89% - 15.11%,2.48
9063,1612,84.9% - 15.1%,2.48
9064,1611,84.91% - 15.09%,2.48
9065,1610,84.92% - 15.08%,2.47
9066,1609,84.93% - 15.07%,2.47
9067,1608,84.94% - 15.06%,2.46
9068,1607,84.95% - 15.05%,2.46
9069,1606,84.96% - 15.04%,2.46
9070,1605,84.96% - 15.04%,2.45
9071,1604,84.97% - 15.03%,2.45
9072,1603,84.98% - 15.02%,2.44
9073,1602,84.99% - 15.01%,2.44
9074,1601,85.0% - 15.0%,2.43
9075,1600,85.01% - 14.99%,2.43
9076,1599,85.02% - 14.98%,2.43
9077,1598,85.03% - 14.97%,2.42
9078,1597,85.04% - 14.96%,2.42
9079,1596,85.05% - 14.95%,2.41
9080,1595,85.06% - 14.94%,2.41
9081,1594,85.07% - 14.93%,2.41
9082,1593,85.08% - 14.92%,2.4
9083,1592,85.09% - 14.91%,2.4
9084,1591,85.1% - 14.9%,2.39
9085,1590,85.11% - 14.89%,2.39
9086,1589,85.11% - 14.89%,2.39
9087,1588,85.12% - 14.88%,2.38
9088,1587,85.13% - 14.87%,2.38
9089,1586,85.14% - 14.86%,2.37
9090,1585,85.15% - 14.85%,2.37
9091,1584,85.16% - 14.84%,2.37
9092,1583,85.17% - 14.83%,2.36
9093,1582,85.18% - 14.82%,2.36
9094,1581,85.19% - 14.81%,2.36
9095,1580,85.2% - 14.8%,2.35
9096,1579,85.21% - 14.79%,2.35
9097,1578,85.22% - 14.78%,2.34
9098,1577,85.23% - 14.77%,2.34
9099,1576,85.24% - 14.76%,2.34
9100,1575,85.25% - 14.75%,2.33
9101,1574,85.26% - 14.74%,2.33
9102,1573,85.26% - 14.74%,2.32
9103,1572,85.27% - 14.73%,2.32
9104,1571,85.28% - 14.72%,2.32
9105,1570,85.29% - 14.71%,2.31
9106,1569,85.3% - 14.7%,2.31
9107,1568,85.31% - 14.69%,2.3
9108,1567,85.32% - 14.68%,2.3
9109,1566,85.33% - 14.67%,2.3
9110,1565,85.34% - 14.66%,2.29
9111,1564,85.35% - 14.65%,2.29
9112,1563,85.36% - 14.64%,2.28
9113,1562,85.37% - 14.63%,2.28
9114,1561,85.38% - 14.62%,2.28
9115,1560,85.39% - 14.61%,2.27
9116,1559,85.4% - 14.6%,2.27
9117,1558,85.41% - 14.59%,2.27
9118,1557,85.41% - 14.59%,2.26
9119,1556,85.42% - 14.58%,2.26
9120,1555,85.43% - 14.57%,2.25
9121,1554,85.44% - 14.56%,2.25
9122,1553,85.45% - 14.55%,2.25
9123,1552,85.46% - 14.54%,2.24
9124,1551,85.47% - 14.53%,2.24
9125,1550,85.48% - 14.52%,2.23
9126,1549,85.49% - 14.51%,2.23
9127,1548,85.5% - 14.5%,2.23
9128,1547,85.51% - 14.49%,2.22
9129,1546,85.52% - 14.48%,2.22
9130,1545,85.53% - 14.47%,2.22
9131,1544,85.54% - 14.46%,2.21
9132,1543,85.55% - 14.45%,2.21
9133,1542,85.56% - 14.44%,2.2
9134,1541,85.56% - 14.44%,2.2
9135,1540,85.57% - 14.43%,2.2
9136,1539,85.58% - 14.42%,2.19
9137,1538,85.59% - 14.41%,2.19
9138,1537,85.6% - 14.4%,2.18
9139,1536,85.61% - 14.39%,2.18
9140,1535,85.62% - 14.38%,2.18
9141,1534,85.63% - 14.37%,2.17
9142,1533,85.64% - 14.36%,2.17
9143,1532,85.65% - 14.35%,2.17
9144,1531,85.66% - 14.34%,2.16
9145,1530,85.67% - 14.33%,2.16
9146,1529,85.68% - 14.32%,2.15
9147,1528,85.69% - 14.31%,2.15
9148,1527,85.7% - 14.3%,2.15
9149,1526,85.7% - 14.3%,2.14
9150,1525,85.71% - 14.29%,2.14
9151,1524,85.72% - 14.28%,2.14
9152,1523,85.73% - 14.27%,2.13
9153,1522,85.74% - 14.26%,2.13
9154,1521,85.75% - 14.25%,2.12
9155,1520,85.76% - 14.24%,2.12
9156,1519,85.77% - 14.23%,2.12
9157,1518,85.78% - 14.22%,2.11
9158,1517,85.79% - 14.21%,2.11
9159,1516,85.8% - 14.2%,2.11
9160,1515,85.81% - 14.19%,2.1
9161,1514,85.82% - 14.18%,2.1
9162,1513,85.83% - 14.17%,2.09
9163,1512,85.84% - 14.16%,2.09
9164,1511,85.85% - 14.15%,2.09
9165,1510,85.85% - 14.15%,2.08
9166,1509,85.86% - 14.14%,2.08
9167,1508,85.87% - 14.13%,2.08
9168,1507,85.88% - 14.12%,2.07
9169,1506,85.89% - 14.11%,2.07
9170,1505,85.9% - 14.1%,2.07
9171,1504,85.91% - 14.09%,2.06
9172,1503,85.92% - 14.08%,2.06
9173,1502,85.93% - 14.07%,2.05
9174,1501,85.94% - 14.06%,2.05
9175,1500,85.95% - 14.05%,2.05
9176,1499,85.96% - 14.04%,2.04
9177,1498,85.97% - 14.03%,2.04
9178,1497,85.98% - 14.02%,2.04
9179,1496,85.99% - 14.01%,2.03
9180,1495,86.0% - 14.0%,2.03
9181,1494,86.0% - 14.0%,2.03
9182,1493,86.01% - 13.99%,2.02
9183,1492,86.02% - 13.98%,2.02
9184,1491,86.03% - 13.97%,2.01
9185,1490,86.04% - 13.96%,2.01
9186,1489,86.05% - 13.95%,2.01
9187,1488,86.06% - 13.94%,2.0
9188,1487,86.07% - 13.93%,2.0
9189,1486,86.08% - 13.92%,2.0
9190,1485,86.09% - 13.91%,1.99
9191,1484,86.1% - 13.9%,1.99
9192,1483,86.11% - 13.89%,1.99
9193,1482,86.12% - 13.88%,1.98
9194,1481,86.13% - 13.87%,1.98
9195,1480,86.14% - 13.86%,1.97
9196,1479,86.15% - 13.85%,1.97
9197,1478,86.15% - 13.85%,1.97
9198,1477,86.16% - 13.84%,1.96
9199,1476,86.17% - 13.83%,1.96
9200,1475,86.18% - 13.82%,1.96
9201,1474,86.19% - 13.81%,1.95
9202,1473,86.2% - 13.8%,1.95
9203,1472,86.21% - 13.79%,1.95
9204,1471,86.22% - 13.78%,1.94
9205,1470,86.23% - 13.77%,1.94
9206,1469,86.24% - 13.76%,1.94
9207,1468,86.25% - 13.75%,1.93
9208,1467,86.26% - 13.74%,1.93
9209,1466,86.27% - 13.73%,1.93
9210,1465,86.28% - 13.72%,1.92
9211,1464,86.29% - 13.71%,1.92
9212,1463,86.3% - 13.7%,1.91
9213,1462,86.3% - 13.7%,1.91
9214,1461,86.31% - 13.69%,1.91
9215,1460,86.32% - 13.68%,1.9
9216,1459,86.33% - 13.67%,1.9
9217,1458,86.34% - 13.66%,1.9
9218,1457,86.35% - 13.65%,1.89
9219,1456,86.36% - 13.64%,1.89
9220,1455,86.37% - 13.63%,1.89
9221,1454,86.38% - 13.62%,1.88
9222,1453,86.39% - 13.61%,1.88
9223,1452,86.4% - 13.6%,1.88
9224,1451,86.41% - 13.59%,1.87
9225,1450,86.42% - 13.58%,1.87
9226,1449,86.43% - 13.57%,1.87
9227,1448,86.44% - 13.56%,1.86
9228,1447,86.44% - 13.56%,1.86
9229,1446,86.45% - 13.55%,1.86
9230,1445,86.46% - 13.54%,1.85
9231,1444,86.47% - 13.53%,1.85
9232,1443,86.48% - 13.52%,1.85
9233,1442,86.49% - 13.51%,1.84
9234,1441,86.5% - 13.5%,1.84
9235,1440,86.51% - 13.49%,1.83
9236,1439,86.52% - 13.48%,1.83
9237,1438,86.53% - 13.47%,1.83
9238,1437,86.54% - 13.46%,1.82
9239,1436,86.55% - 13.45%,1.82
9240,1435,86.56% - 13.44%,1.82
9241,1434,86.57% - 13.43%,1.81
9242,1433,86.58% - 13.42%,1.81
9243,1432,86.59% - 13.41%,1.81
9244,1431,86.59% - 13.41%,1.8
9245,1430,86.6% - 13.4%,1.8
9246,1429,86.61% - 13.39%,1.8
9247,1428,86.62% - 13.38%,1.79
9248,1427,86.63% - 13.37%,1.79
9249,1426,86.64% - 13.36%,1.79
9250,1425,86.65% - 13.35%,1.78
9251,1424,86.66% - 13.34%,1.78
9252,1423,86.67% - 13.33%,1.78
9253,1422,86.68% - 13.32%,1.77
9254,1421,86.69% - 13.31%,1.77
9255,1420,86.7% - 13.3%,1.77
9256,1419,86.71% - 13.29%,1.76
9257,1418,86.72% - 13.28%,1.76
9258,1417,86.73% - 13.27%,1.76
9259,1416,86.74% - 13.26%,1.75
9260,1415,86.74% - 13.26%,1.75
9261,1414,86.75% - 13.25%,1.75
9262,1413,86.76% - 13.24%,1.74
9263,1412,86.77% - 13.23%,1.74
9264,1411,86.78% - 13.22%,1.74
9265,1410,86.79% - 13.21%,1.73
9266,1409,86.8% - 13.2%,1.73
9267,1408,86.81% - 13.19%,1.73
9268,1407,86.82% - 13.18%,1.72
9269,1406,86.83% - 13.17%,1.72
9270,1405,86.84% - 13.16%,1.72
9271,1404,86.85% - 13.15%,1.71
9272,1403,86.86% - 13.14%,1.71
9273,1402,86.87% - 13.13%,1.71
9274,1401,86.88% - 13.12%,1.7
9275,1400,86.89% - 13.11%,1.7
9276,1399,86.89% - 13.11%,1.7
9277,1398,86.9% - 13.1%,1.69
9278,1397,86.91% - 13.09%,1.69
9279,1396,86.92% - 13.08%,1.69
9280,1395,86.93% - 13.07%,1.68
9281,1394,86.94% - 13.06%,1.68
9282,1393,86.95% - 13.05%,1.68
9283,1392,86.96% - 13.04%,1.67
9284,1391,86.97% - 13.03%,1.67
9285,1390,86.98% - 13.02%,1.67
9286,1389,86.99% - 13.01%,1.66
9287,1388,87.0% - 13.0%,1.66
9288,1387,87.01% - 12.99%,1.66
9289,1386,87.02% - 12.98%,1.66
9290,1385,87.03% - 12.97%,1.65
9291,1384,87.04% - 12.96%,1.65
9292,1383,87.04% - 12.96%,1.65
9293,1382,87.05% - 12.95%,1.64
9294,1381,87.06% - 12.94%,1.64
9295,1380,87.07% - 12.93%,1.64
9296,1379,87.08% - 12.92%,1.63
9297,1378,87.09% - 12.91%,1.63
9298,1377,87.1% - 12.9%,1.63
9299,1376,87.11% - 12.89%,1.62
9300,1375,87.12% - 12.88%,1.62
9301,1374,87.13% - 12.87%,1.62
9302,1373,87.14% - 12.86%,1.61
9303,1372,87.15% - 12.85%,1.61
9304,1371,87.16% - 12.84%,1.61
9305,1370,87.17% - 12.83%,1.6
9306,1369,87.18% - 12.82%,1.6
9307,1368,87.19% - 12.81%,1.6
9308,1367,87.19% - 12.81%,1.59
9309,1366,87.2% - 12.8%,1.59
9310,1365,87.21% - 12.79%,1.59
9311,1364,87.22% - 12.78%,1.58
9312,1363,87.23% - 12.77%,1.58
9313,1362,87.24% - 12.76%,1.58
9314,1361,87.25% - 12.75%,1.58
9315,1360,87.26% - 12.74%,1.57
9316,1359,87.27% - 12.73%,1.57
9317,1358,87.28% - 12.72%,1.57
9318,1357,87.29% - 12.71%,1.56
9319,1356,87.3% - 12.7%,1.56
9320,1355,87.31% - 12.69%,1.56
9321,1354,87.32% - 12.68%,1.55
9322,1353,87.33% - 12.67%,1.55
9323,1352,87.33% - 12.67%,1.55
9324,1351,87.34% - 12.66%,1.54
9325,1350,87.35% - 12.65%,1.54
